gene	gene_id	lof.oe_ci.upper	is_constrained
MROH7-TTC4	ENSG00000271723	NA	NA
MROH8	ENSG00000101353	0.851	FALSE
MROH9	ENSG00000117501	1.224	FALSE
MRPL1	ENSG00000169288	0.993	FALSE
MRPL10	ENSG00000159111	1.113	FALSE
MRPL11	ENSG00000174547	1.535	FALSE
MRPL12	ENSG00000262814	1.048	FALSE
MRPL13	ENSG00000172172	1.842	FALSE
MRPL14	ENSG00000180992	1.408	FALSE
MRPL15	ENSG00000137547	1.213	FALSE
MRPL16	ENSG00000166902	1.105	FALSE
MRPL17	ENSG00000158042	1.208	FALSE
MRPL18	ENSG00000112110	1.072	FALSE
MRPL19	ENSG00000115364	1.373	FALSE
MRPL2	ENSG00000112651	1.1	FALSE
MRPL20	ENSG00000242485	1.41	FALSE
MRPL21	ENSG00000197345	0.964	FALSE
MRPL22	ENSG00000082515	1.125	FALSE
MRPL23	ENSG00000214026	1.852	FALSE
MRPL24	ENSG00000143314	0.813	FALSE
MRPL27	ENSG00000108826	0.622	FALSE
MRPL28	ENSG00000086504	1.344	FALSE
MRPL3	ENSG00000114686	1.403	FALSE
MRPL30	ENSG00000185414	1.097	FALSE
MRPL32	ENSG00000106591	1.035	FALSE
MRPL33	ENSG00000243147	1.135	FALSE
MRPL34	ENSG00000130312	1.901	FALSE
MRPL35	ENSG00000132313	1.26	FALSE
MRPL36	ENSG00000171421	1.561	FALSE
MRPL37	ENSG00000116221	0.968	FALSE
MRPL38	ENSG00000204316	1.308	FALSE
MRPL39	ENSG00000154719	1.178	FALSE
MRPL4	ENSG00000105364	1.236	FALSE
MRPL40	ENSG00000185608	1.143	FALSE
MRPL41	ENSG00000182154	1.775	FALSE
MRPL42	ENSG00000198015	1.394	FALSE
MRPL43	ENSG00000055950	1.409	FALSE
MRPL44	ENSG00000135900	1.194	FALSE
MRPL45	ENSG00000278845	0.807	FALSE
MRPL46	ENSG00000259494	1.13	FALSE
MRPL47	ENSG00000136522	1.512	FALSE
MRPL48	ENSG00000175581	0.826	FALSE
MRPL49	ENSG00000149792	1.085	FALSE
MRPL50	ENSG00000136897	1.083	FALSE
MRPL51	ENSG00000111639	0.777	FALSE
MRPL52	ENSG00000172590	1.181	FALSE
MRPL53	ENSG00000204822	1.481	FALSE
MRPL54	ENSG00000183617	1.175	FALSE
MRPL55	ENSG00000162910	1.116	FALSE
MRPL57	ENSG00000173141	1.915	FALSE
MRPL58	ENSG00000167862	1.021	FALSE
MRPL9	ENSG00000143436	1.359	FALSE
MRPS10	ENSG00000048544	1.336	FALSE
MRPS11	ENSG00000181991	1.534	FALSE
MRPS12	ENSG00000128626	1.568	FALSE
MRPS14	ENSG00000120333	1.264	FALSE
MRPS15	ENSG00000116898	1.155	FALSE
MRPS16	ENSG00000182180	0.929	FALSE
MRPS17	ENSG00000239789	0.997	FALSE
MRPS18A	ENSG00000096080	1.415	FALSE
MRPS18B	ENSG00000204568	1.116	FALSE
MRPS18C	ENSG00000163319	1.724	FALSE
MRPS2	ENSG00000122140	1.166	FALSE
MRPS21	ENSG00000266472	1.609	FALSE
MRPS22	ENSG00000175110	0.927	FALSE
MRPS23	ENSG00000181610	1.117	FALSE
MRPS24	ENSG00000062582	1.056	FALSE
MRPS25	ENSG00000131368	1.196	FALSE
MRPS26	ENSG00000125901	1.93	FALSE
MRPS27	ENSG00000113048	1.15	FALSE
MRPS28	ENSG00000147586	1.643	FALSE
MRPS30	ENSG00000112996	1.243	FALSE
MRPS31	ENSG00000102738	1.028	FALSE
MRPS33	ENSG00000090263	1.565	FALSE
MRPS34	ENSG00000074071	1.89	FALSE
MRPS35	ENSG00000061794	1.169	FALSE
MRPS36	ENSG00000134056	1.41	FALSE
MRPS5	ENSG00000144029	0.829	FALSE
MRPS6	ENSG00000243927	1.037	FALSE
MRPS7	ENSG00000125445	0.758	FALSE
MRPS9	ENSG00000135972	1.26	FALSE
MRRF	ENSG00000148187	1.114	FALSE
MRS2	ENSG00000124532	0.941	FALSE
MRTFA	ENSG00000196588	0.389	TRUE
MRTFB	ENSG00000186260	0.351	TRUE
MRTO4	ENSG00000053372	0.568	FALSE
MS4A1	ENSG00000156738	0.99	FALSE
MS4A10	ENSG00000172689	1.435	FALSE
MS4A12	ENSG00000071203	1.585	FALSE
MS4A13	ENSG00000204979	1.546	FALSE
MS4A14	ENSG00000166928	1.55	FALSE
MS4A15	ENSG00000166961	1.517	FALSE
MS4A2	ENSG00000149534	1.179	FALSE
MS4A3	ENSG00000149516	1.15	FALSE
MS4A4A	ENSG00000110079	1.356	FALSE
MS4A4E	ENSG00000214787	1.859	FALSE
MS4A5	ENSG00000166930	1.14	FALSE
MS4A6A	ENSG00000110077	1.331	FALSE
MS4A6E	ENSG00000166926	1.053	FALSE
MS4A7	ENSG00000166927	1.402	FALSE
MS4A8	ENSG00000166959	1.446	FALSE
MSANTD1	ENSG00000188981	0.733	FALSE
MSANTD2	ENSG00000120458	0.629	FALSE
MSANTD3	ENSG00000066697	0.649	FALSE
MSANTD3-TMEFF1	ENSG00000251349	0.576	FALSE
MSANTD4	ENSG00000170903	0.644	FALSE
MSC	ENSG00000178860	1.784	FALSE
MSGN1	ENSG00000151379	0.708	FALSE
MSH2	ENSG00000095002	0.672	FALSE
MSH3	ENSG00000113318	1.027	FALSE
MSH4	ENSG00000057468	1.19	FALSE
MSH5	ENSG00000204410	0.847	FALSE
MSH5-SAPCD1	ENSG00000255152	NA	NA
MSH6	ENSG00000116062	0.841	FALSE
MSI1	ENSG00000135097	0.524	FALSE
MSI2	ENSG00000153944	0.647	FALSE
MSL1	ENSG00000188895	0.503	FALSE
MSL2	ENSG00000174579	0.169	TRUE
MSLN	ENSG00000102854	1.476	FALSE
MSMB	ENSG00000263639	1.597	FALSE
MSMO1	ENSG00000052802	0.901	FALSE
MSMP	ENSG00000215183	0.96	FALSE
MSR1	ENSG00000038945	1.366	FALSE
MSRA	ENSG00000175806	1.976	FALSE
MSRB1	ENSG00000198736	1.435	FALSE
MSRB2	ENSG00000148450	1.503	FALSE
MSRB3	ENSG00000174099	0.961	FALSE
MSS51	ENSG00000166343	1.102	FALSE
MST1	ENSG00000173531	0.951	FALSE
MST1R	ENSG00000164078	0.985	FALSE
MSTN	ENSG00000138379	0.571	FALSE
MSTO1	ENSG00000125459	0.831	FALSE
MSX1	ENSG00000163132	1.289	FALSE
MSX2	ENSG00000120149	1.013	FALSE
MT1A	ENSG00000205362	1.688	FALSE
MT1B	ENSG00000169688	1.027	FALSE
MT1E	ENSG00000169715	1.616	FALSE
MT1F	ENSG00000198417	1.803	FALSE
MT1G	ENSG00000125144	1.53	FALSE
MT1H	ENSG00000205358	1.456	FALSE
MT1HL1	ENSG00000244020	1.905	FALSE
MT1M	ENSG00000205364	1.869	FALSE
MT1X	ENSG00000187193	1.356	FALSE
MT2A	ENSG00000125148	1.16	FALSE
MT3	ENSG00000087250	1.308	FALSE
MT4	ENSG00000102891	1.848	FALSE
MTA1	ENSG00000182979	0.209	TRUE
MTA2	ENSG00000149480	0.348	TRUE
MTA3	ENSG00000057935	0.614	FALSE
MTAP	ENSG00000099810	1.489	FALSE
MTARC1	ENSG00000186205	1.23	FALSE
MTARC2	ENSG00000117791	1.159	FALSE
MTBP	ENSG00000172167	1.028	FALSE
MTCH1	ENSG00000137409	0.726	FALSE
MTCH2	ENSG00000109919	0.751	FALSE
MTCL1	ENSG00000168502	0.663	FALSE
MTDH	ENSG00000147649	0.535	FALSE
MTERF1	ENSG00000127989	1.205	FALSE
MTERF2	ENSG00000120832	1.026	FALSE
MTERF3	ENSG00000156469	1.212	FALSE
MTERF4	ENSG00000122085	1.037	FALSE
MTF1	ENSG00000188786	0.417	FALSE
MTF2	ENSG00000143033	0.289	TRUE
MTFMT	ENSG00000103707	1.304	FALSE
MTFP1	ENSG00000242114	1.629	FALSE
MTFR1	ENSG00000066855	0.885	FALSE
MTFR1L	ENSG00000117640	0.581	FALSE
MTFR2	ENSG00000146410	1.454	FALSE
MTG1	ENSG00000148824	1.085	FALSE
MTG2	ENSG00000101181	1.065	FALSE
MTHFD1	ENSG00000100714	0.51	FALSE
MTHFD1L	ENSG00000120254	0.856	FALSE
MTHFD2	ENSG00000065911	0.984	FALSE
MTHFD2L	ENSG00000163738	1.19	FALSE
MTHFR	ENSG00000177000	0.859	FALSE
MTHFS	ENSG00000136371	0.992	FALSE
MTHFSD	ENSG00000103248	1.587	FALSE
MTIF2	ENSG00000085760	1.019	FALSE
MTIF3	ENSG00000122033	1	FALSE
MTMR10	ENSG00000166912	0.896	FALSE
MTMR11	ENSG00000014914	0.999	FALSE
MTMR12	ENSG00000150712	0.394	TRUE
MTMR14	ENSG00000163719	0.681	FALSE
MTMR2	ENSG00000087053	0.9	FALSE
MTMR3	ENSG00000100330	0.302	TRUE
MTMR4	ENSG00000108389	0.295	TRUE
MTMR6	ENSG00000139505	0.8	FALSE
MTMR7	ENSG00000003987	1.121	FALSE
MTMR9	ENSG00000104643	0.771	FALSE
MTNR1A	ENSG00000168412	1.9	FALSE
MTNR1B	ENSG00000134640	1.917	FALSE
MTO1	ENSG00000135297	0.82	FALSE
MTOR	ENSG00000198793	0.268	TRUE
MTPAP	ENSG00000107951	0.641	FALSE
MTPN	ENSG00000105887	0.828	FALSE
MTR	ENSG00000116984	0.625	FALSE
MTRES1	ENSG00000130349	1.115	FALSE
MTREX	ENSG00000039123	0.647	FALSE
MTRF1	ENSG00000120662	1.017	FALSE
MTRF1L	ENSG00000112031	1.232	FALSE
MTRFR	ENSG00000130921	1.224	FALSE
MTRNR2L7	ENSG00000256892	NA	NA
MTRR	ENSG00000124275	0.932	FALSE
MTSS1	ENSG00000170873	0.332	TRUE
MTSS2	ENSG00000132613	0.662	FALSE
MTTP	ENSG00000138823	0.672	FALSE
MTURN	ENSG00000180354	1.147	FALSE
MTUS1	ENSG00000129422	1.022	FALSE
MTUS2	ENSG00000132938	0.502	FALSE
MTX1	ENSG00000173171	0.899	FALSE
MTX2	ENSG00000128654	1.103	FALSE
MTX3	ENSG00000177034	0.951	FALSE
MUC1	ENSG00000185499	0.964	FALSE
MUC12	ENSG00000205277	1.115	FALSE
MUC13	ENSG00000173702	0.833	FALSE
MUC15	ENSG00000169550	1.322	FALSE
MUC16	ENSG00000181143	0.787	FALSE
MUC17	ENSG00000169876	1.219	FALSE
MUC19	ENSG00000205592	NA	NA
MUC2	ENSG00000198788	0.831	FALSE
MUC20	ENSG00000176945	1.414	FALSE
MUC21	ENSG00000204544	1.698	FALSE
MUC22	ENSG00000261272	0.841	FALSE
MUC3A	ENSG00000169894	1.301	FALSE
MUC4	ENSG00000145113	0.953	FALSE
MUC5AC	ENSG00000215182	1.168	FALSE
MUC5B	ENSG00000117983	0.4	FALSE
MUC6	ENSG00000184956	1.193	FALSE
MUC7	ENSG00000171195	1.701	FALSE
MUCL1	ENSG00000172551	1.758	FALSE
MUCL3	ENSG00000168631	0.742	FALSE
MUL1	ENSG00000090432	1.196	FALSE
MUS81	ENSG00000172732	1.116	FALSE
MUSK	ENSG00000030304	0.778	FALSE
MUSTN1	ENSG00000272573	1.783	FALSE
MUTYH	ENSG00000132781	1.022	FALSE
MVB12A	ENSG00000141971	1.193	FALSE
MVB12B	ENSG00000196814	0.508	FALSE
MVD	ENSG00000167508	1.706	FALSE
MVK	ENSG00000110921	0.985	FALSE
MVP	ENSG00000013364	0.94	FALSE
MX1	ENSG00000157601	1.17	FALSE
MX2	ENSG00000183486	0.824	FALSE
MXD1	ENSG00000059728	0.7	FALSE
MXD3	ENSG00000213347	1.174	FALSE
MXD4	ENSG00000123933	1.37	FALSE
MXI1	ENSG00000119950	0.839	FALSE
MXRA7	ENSG00000182534	1.824	FALSE
MXRA8	ENSG00000162576	1.611	FALSE
MYADM	ENSG00000179820	0.959	FALSE
MYADML2	ENSG00000185105	1.631	FALSE
MYB	ENSG00000118513	0.443	FALSE
MYBBP1A	ENSG00000132382	1.249	FALSE
MYBL1	ENSG00000185697	0.28	TRUE
MYBL2	ENSG00000101057	0.496	FALSE
MYBPC1	ENSG00000196091	0.433	FALSE
MYBPC2	ENSG00000086967	1.114	FALSE
MYBPC3	ENSG00000134571	0.915	FALSE
MYBPH	ENSG00000133055	1.188	FALSE
MYBPHL	ENSG00000221986	1.06	FALSE
MYC	ENSG00000136997	0.128	TRUE
MYCBP	ENSG00000214114	0.748	FALSE
MYCBP2	ENSG00000005810	0.243	TRUE
MYCBPAP	ENSG00000136449	0.69	FALSE
MYCL	ENSG00000116990	0.617	FALSE
MYCN	ENSG00000134323	0.311	TRUE
MYCT1	ENSG00000120279	1.449	FALSE
MYD88	ENSG00000172936	0.721	FALSE
MYDGF	ENSG00000074842	1.52	FALSE
MYEF2	ENSG00000104177	0.664	FALSE
MYEOV	ENSG00000172927	1.718	FALSE
MYF5	ENSG00000111049	1.269	FALSE
MYF6	ENSG00000111046	1.24	FALSE
MYG1	ENSG00000139637	1.09	FALSE
MYH1	ENSG00000109061	1.035	FALSE
MYH10	ENSG00000133026	0.249	TRUE
MYH11	ENSG00000133392	0.377	TRUE
MYH13	ENSG00000006788	0.859	FALSE
MYH14	ENSG00000105357	0.647	FALSE
MYH15	ENSG00000144821	1.02	FALSE
MYH2	ENSG00000125414	0.673	FALSE
MYH3	ENSG00000109063	0.604	FALSE
MYH4	ENSG00000264424	0.936	FALSE
MYH6	ENSG00000197616	0.634	FALSE
MYH7	ENSG00000092054	0.644	FALSE
MYH7B	ENSG00000078814	1.015	FALSE
MYH8	ENSG00000133020	0.783	FALSE
MYH9	ENSG00000100345	0.159	TRUE
MYL1	ENSG00000168530	1.063	FALSE
MYL10	ENSG00000106436	1.109	FALSE
MYL12A	ENSG00000101608	1.34	FALSE
MYL12B	ENSG00000118680	0.614	FALSE
MYL2	ENSG00000111245	1.157	FALSE
MYL3	ENSG00000160808	0.811	FALSE
MYL4	ENSG00000198336	1.063	FALSE
MYL5	ENSG00000215375	1.804	FALSE
MYL6	ENSG00000092841	1.35	FALSE
MYL6B	ENSG00000196465	1.083	FALSE
MYL7	ENSG00000106631	1.533	FALSE
MYL9	ENSG00000101335	0.966	FALSE
MYLIP	ENSG00000007944	0.786	FALSE
MYLK	ENSG00000065534	0.604	FALSE
MYLK2	ENSG00000101306	0.635	FALSE
MYLK3	ENSG00000140795	0.95	FALSE
MYLK4	ENSG00000145949	1.158	FALSE
MYLPF	ENSG00000180209	0.7	FALSE
MYMK	ENSG00000187616	1.02	FALSE
MYNN	ENSG00000085274	0.553	FALSE
MYO10	ENSG00000145555	0.629	FALSE
MYO15A	ENSG00000091536	0.889	FALSE
MYO16	ENSG00000041515	0.577	FALSE
MYO18A	ENSG00000196535	0.414	FALSE
MYO18B	ENSG00000133454	0.911	FALSE
MYO19	ENSG00000278259	1.236	FALSE
MYO1A	ENSG00000166866	1	FALSE
MYO1B	ENSG00000128641	0.554	FALSE
MYO1C	ENSG00000197879	0.83	FALSE
MYO1D	ENSG00000176658	0.787	FALSE
MYO1E	ENSG00000157483	0.557	FALSE
MYO1F	ENSG00000142347	0.497	FALSE
MYO1G	ENSG00000136286	0.724	FALSE
MYO1H	ENSG00000174527	0.968	FALSE
MYO3A	ENSG00000095777	1.025	FALSE
MYO3B	ENSG00000071909	1.005	FALSE
MYO5A	ENSG00000197535	0.461	FALSE
MYO5B	ENSG00000167306	0.707	FALSE
MYO5C	ENSG00000128833	0.893	FALSE
MYO6	ENSG00000196586	0.482	FALSE
MYO7A	ENSG00000137474	0.995	FALSE
MYO7B	ENSG00000169994	0.956	FALSE
MYO9A	ENSG00000066933	0.414	FALSE
MYO9B	ENSG00000099331	0.43	FALSE
MYOC	ENSG00000034971	1.343	FALSE
MYOCD	ENSG00000141052	0.395	TRUE
MYOD1	ENSG00000129152	1.749	FALSE
MYOF	ENSG00000138119	0.945	FALSE
MYOG	ENSG00000122180	0.715	FALSE
MYOM1	ENSG00000101605	0.92	FALSE
MYOM2	ENSG00000036448	1.464	FALSE
MYOM3	ENSG00000142661	0.936	FALSE
MYORG	ENSG00000164976	1.206	FALSE
MYOT	ENSG00000120729	0.923	FALSE
MYOZ1	ENSG00000177791	0.996	FALSE
MYOZ2	ENSG00000172399	1.033	FALSE
MYOZ3	ENSG00000164591	1.044	FALSE
MYPN	ENSG00000138347	0.596	FALSE
MYPOP	ENSG00000176182	1.724	FALSE
MYRF	ENSG00000124920	0.215	TRUE
MYRFL	ENSG00000166268	0.91	FALSE
MYRIP	ENSG00000170011	0.636	FALSE
MYSM1	ENSG00000162601	0.578	FALSE
MYT1	ENSG00000196132	0.257	TRUE
MYT1L	ENSG00000186487	0.085	TRUE
MYZAP	ENSG00000263155	1.114	FALSE
MZB1	ENSG00000170476	1.336	FALSE
MZF1	ENSG00000099326	1.18	FALSE
MZT1	ENSG00000204899	1.831	FALSE
MZT2A	ENSG00000173272	1.496	FALSE
MZT2B	ENSG00000152082	1.841	FALSE
N4BP1	ENSG00000102921	0.463	FALSE
N4BP2	ENSG00000078177	0.754	FALSE
N4BP2L1	ENSG00000139597	0.918	FALSE
N4BP2L2	ENSG00000244754	1.104	FALSE
N4BP3	ENSG00000145911	1.061	FALSE
N6AMT1	ENSG00000156239	1.915	FALSE
NAA11	ENSG00000156269	1.397	FALSE
NAA15	ENSG00000164134	0.438	FALSE
NAA16	ENSG00000172766	1.004	FALSE
NAA20	ENSG00000173418	1.393	FALSE
NAA25	ENSG00000111300	0.341	TRUE
NAA30	ENSG00000139977	0.399	TRUE
NAA35	ENSG00000135040	0.271	TRUE
NAA38	ENSG00000183011	1.732	FALSE
NAA40	ENSG00000110583	0.955	FALSE
NAA50	ENSG00000121579	0.765	FALSE
NAA60	ENSG00000122390	0.6	FALSE
NAA80	ENSG00000243477	1.123	FALSE
NAAA	ENSG00000138744	1.14	FALSE
NAALAD2	ENSG00000077616	1.231	FALSE
NAALADL1	ENSG00000168060	1.08	FALSE
NAALADL2	ENSG00000177694	1.137	FALSE
NAB1	ENSG00000138386	0.653	FALSE
NAB2	ENSG00000166886	0.403	FALSE
NABP1	ENSG00000173559	1.529	FALSE
NABP2	ENSG00000139579	0.548	FALSE
NACA	ENSG00000196531	0.627	FALSE
NACA2	ENSG00000253506	1.022	FALSE
NACAD	ENSG00000136274	0.654	FALSE
NACC1	ENSG00000160877	0.329	TRUE
NACC2	ENSG00000148411	0.57	FALSE
NADK	ENSG00000008130	0.628	FALSE
NADK2	ENSG00000152620	0.927	FALSE
NADSYN1	ENSG00000172890	1.01	FALSE
NAE1	ENSG00000159593	0.847	FALSE
NAF1	ENSG00000145414	0.926	FALSE
NAGA	ENSG00000198951	1.121	FALSE
NAGK	ENSG00000124357	1.072	FALSE
NAGLU	ENSG00000108784	1.029	FALSE
NAGPA	ENSG00000103174	1.494	FALSE
NAGS	ENSG00000161653	1.178	FALSE
NAIF1	ENSG00000171169	1.119	FALSE
NAIP	ENSG00000249437	1.009	FALSE
NALCN	ENSG00000102452	0.579	FALSE
NALF1	ENSG00000204442	0.197	TRUE
NAMPT	ENSG00000105835	0.336	TRUE
NANOG	ENSG00000111704	0.4	FALSE
NANOGNB	ENSG00000205857	1.51	FALSE
NANOGP8	ENSG00000255192	NA	NA
NANOS1	ENSG00000188613	1.868	FALSE
NANOS2	ENSG00000188425	1.142	FALSE
NANOS3	ENSG00000187556	1.445	FALSE
NANP	ENSG00000170191	1.01	FALSE
NANS	ENSG00000095380	1.053	FALSE
NAP1L1	ENSG00000187109	0.273	TRUE
NAP1L4	ENSG00000205531	0.385	TRUE
NAP1L5	ENSG00000177432	1.884	FALSE
NAPA	ENSG00000105402	0.538	FALSE
NAPB	ENSG00000125814	1.045	FALSE
NAPEPLD	ENSG00000161048	0.801	FALSE
NAPG	ENSG00000134265	0.844	FALSE
NAPRT	ENSG00000147813	1.486	FALSE
NAPSA	ENSG00000131400	1.305	FALSE
NARF	ENSG00000141562	1.081	FALSE
NARS1	ENSG00000134440	0.919	FALSE
NARS2	ENSG00000137513	1.253	FALSE
NASP	ENSG00000132780	0.394	TRUE
NAT1	ENSG00000171428	1.906	FALSE
NAT10	ENSG00000135372	0.935	FALSE
NAT14	ENSG00000090971	1.971	FALSE
NAT16	ENSG00000167011	1.766	FALSE
NAT2	ENSG00000156006	1.938	FALSE
NAT8	ENSG00000144035	1.888	FALSE
NAT8B	ENSG00000204872	NA	NA
NAT8L	ENSG00000185818	0.854	FALSE
NAT9	ENSG00000109065	1.093	FALSE
NATD1	ENSG00000274180	1.167	FALSE
NAV1	ENSG00000134369	0.147	TRUE
NAV2	ENSG00000166833	0.288	TRUE
NAV3	ENSG00000067798	0.426	FALSE
NAXD	ENSG00000213995	0.843	FALSE
NAXE	ENSG00000163382	1.079	FALSE
NBAS	ENSG00000151779	0.761	FALSE
NBEA	ENSG00000172915	0.137	TRUE
NBEAL1	ENSG00000144426	0.907	FALSE
NBEAL2	ENSG00000160796	0.641	FALSE
NBL1	ENSG00000158747	0.979	FALSE
NBN	ENSG00000104320	1.057	FALSE
NBPF1	ENSG00000219481	0.371	TRUE
NBPF10	ENSG00000271425	1.966	FALSE
NBPF11	ENSG00000263956	1.324	FALSE
NBPF12	ENSG00000268043	1.725	FALSE
NBPF14	ENSG00000270629	1.121	FALSE
NBPF15	ENSG00000266338	1.601	FALSE
NBPF19	ENSG00000271383	1.398	FALSE
NBPF20	ENSG00000162825	1.767	FALSE
NBPF26	ENSG00000273136	1.574	FALSE
NBPF3	ENSG00000142794	1.136	FALSE
NBPF4	ENSG00000196427	1.746	FALSE
NBPF6	ENSG00000186086	1.354	FALSE
NBPF9	ENSG00000269713	1.529	FALSE
NBR1	ENSG00000188554	0.667	FALSE
NCALD	ENSG00000104490	0.874	FALSE
NCAM1	ENSG00000149294	0.217	TRUE
NCAM2	ENSG00000154654	0.413	FALSE
NCAN	ENSG00000130287	0.53	FALSE
NCAPD2	ENSG00000010292	0.687	FALSE
NCAPD3	ENSG00000151503	0.643	FALSE
NCAPG	ENSG00000109805	0.671	FALSE
NCAPG2	ENSG00000146918	0.441	FALSE
NCAPH	ENSG00000121152	0.566	FALSE
NCAPH2	ENSG00000025770	0.792	FALSE
NCBP1	ENSG00000136937	0.203	TRUE
NCBP2	ENSG00000114503	0.664	FALSE
NCBP3	ENSG00000074356	0.404	FALSE
NCCRP1	ENSG00000188505	1.396	FALSE
NCDN	ENSG00000020129	0.261	TRUE
NCEH1	ENSG00000144959	0.529	FALSE
NCF1	ENSG00000158517	0.617	FALSE
NCF2	ENSG00000116701	0.799	FALSE
NCF4	ENSG00000100365	1.005	FALSE
NCK1	ENSG00000158092	0.72	FALSE
NCK2	ENSG00000071051	0.731	FALSE
NCKAP1	ENSG00000061676	0.14	TRUE
NCKAP1L	ENSG00000123338	0.46	FALSE
NCKAP5	ENSG00000176771	0.628	FALSE
NCKAP5L	ENSG00000167566	0.776	FALSE
NCKIPSD	ENSG00000213672	0.886	FALSE
NCL	ENSG00000115053	0.102	TRUE
NCLN	ENSG00000125912	0.812	FALSE
NCMAP	ENSG00000184454	1.894	FALSE
NCOA1	ENSG00000084676	0.298	TRUE
NCOA2	ENSG00000140396	0.211	TRUE
NCOA3	ENSG00000124151	0.376	TRUE
NCOA4	ENSG00000266412	0.65	FALSE
NCOA5	ENSG00000124160	0.321	TRUE
NCOA6	ENSG00000198646	0.359	TRUE
NCOA7	ENSG00000111912	0.52	FALSE
NCOR1	ENSG00000141027	0.292	TRUE
NCOR2	ENSG00000196498	0.448	FALSE
NCR1	ENSG00000189430	1.236	FALSE
NCR2	ENSG00000096264	1.472	FALSE
NCR3	ENSG00000204475	1.208	FALSE
NCR3LG1	ENSG00000188211	1.277	FALSE
NCS1	ENSG00000107130	0.384	TRUE
NCSTN	ENSG00000162736	0.343	TRUE
NDC1	ENSG00000058804	0.375	TRUE
NDC80	ENSG00000080986	0.876	FALSE
NDE1	ENSG00000072864	0.851	FALSE
NDEL1	ENSG00000166579	0.357	TRUE
NDFIP1	ENSG00000131507	0.582	FALSE
NDFIP2	ENSG00000102471	1.026	FALSE
NDN	ENSG00000182636	0.478	FALSE
NDNF	ENSG00000173376	0.556	FALSE
NDOR1	ENSG00000188566	1.156	FALSE
NDRG1	ENSG00000104419	0.724	FALSE
NDRG2	ENSG00000165795	0.763	FALSE
NDRG3	ENSG00000101079	0.659	FALSE
NDRG4	ENSG00000103034	0.818	FALSE
NDST1	ENSG00000070614	0.484	FALSE
NDST2	ENSG00000166507	0.479	FALSE
NDST3	ENSG00000164100	0.699	FALSE
NDST4	ENSG00000138653	0.773	FALSE
NDUFA10	ENSG00000130414	1.12	FALSE
NDUFA11	ENSG00000174886	1.761	FALSE
NDUFA12	ENSG00000184752	1.188	FALSE
NDUFA13	ENSG00000186010	1.301	FALSE
NDUFA2	ENSG00000131495	1.343	FALSE
NDUFA3	ENSG00000170906	1.465	FALSE
NDUFA4	ENSG00000189043	1.689	FALSE
NDUFA4L2	ENSG00000185633	1.824	FALSE
NDUFA5	ENSG00000128609	1.407	FALSE
NDUFA6	ENSG00000184983	1.523	FALSE
NDUFA7	ENSG00000267855	1.887	FALSE
NDUFA8	ENSG00000119421	1.108	FALSE
NDUFA9	ENSG00000139180	0.783	FALSE
NDUFAB1	ENSG00000004779	0.613	FALSE
NDUFAF1	ENSG00000137806	0.841	FALSE
NDUFAF2	ENSG00000164182	1.107	FALSE
NDUFAF3	ENSG00000178057	1.22	FALSE
NDUFAF4	ENSG00000123545	0.962	FALSE
NDUFAF5	ENSG00000101247	1.068	FALSE
NDUFAF6	ENSG00000156170	1.566	FALSE
NDUFAF7	ENSG00000003509	1.342	FALSE
NDUFAF8	ENSG00000224877	1.825	FALSE
NDUFB1	ENSG00000183648	1.608	FALSE
NDUFB10	ENSG00000140990	1.57	FALSE
NDUFB2	ENSG00000090266	1.533	FALSE
NDUFB3	ENSG00000119013	1.457	FALSE
NDUFB4	ENSG00000065518	1.133	FALSE
NDUFB5	ENSG00000136521	1.568	FALSE
NDUFB6	ENSG00000165264	1.925	FALSE
NDUFB7	ENSG00000099795	1.945	FALSE
NDUFB8	ENSG00000166136	0.937	FALSE
NDUFB9	ENSG00000147684	1.162	FALSE
NDUFC1	ENSG00000109390	1.556	FALSE
NDUFC2	ENSG00000151366	0.964	FALSE
NDUFC2-KCTD14	ENSG00000259112	1.085	FALSE
NDUFS1	ENSG00000023228	0.836	FALSE
NDUFS2	ENSG00000158864	0.69	FALSE
NDUFS3	ENSG00000213619	0.856	FALSE
NDUFS4	ENSG00000164258	1.519	FALSE
NDUFS5	ENSG00000168653	1.092	FALSE
NDUFS6	ENSG00000145494	1.54	FALSE
NDUFS7	ENSG00000115286	0.726	FALSE
NDUFS8	ENSG00000110717	0.775	FALSE
NDUFV1	ENSG00000167792	1.086	FALSE
NDUFV2	ENSG00000178127	0.604	FALSE
NDUFV3	ENSG00000160194	1.458	FALSE
NEB	ENSG00000183091	0.597	FALSE
NEBL	ENSG00000078114	1.036	FALSE
NECAB1	ENSG00000123119	1.159	FALSE
NECAB2	ENSG00000103154	1.713	FALSE
NECAB3	ENSG00000125967	1.098	FALSE
NECAP1	ENSG00000089818	0.594	FALSE
NECAP2	ENSG00000157191	1.318	FALSE
NECTIN1	ENSG00000110400	0.659	FALSE
NECTIN2	ENSG00000130202	0.658	FALSE
NECTIN3	ENSG00000177707	0.316	TRUE
NECTIN4	ENSG00000143217	0.538	FALSE
NEDD1	ENSG00000139350	0.842	FALSE
NEDD4	ENSG00000069869	0.858	FALSE
NEDD4L	ENSG00000049759	0.457	FALSE
NEDD8	ENSG00000129559	0.352	TRUE
NEDD8-MDP1	ENSG00000255526	0.692	FALSE
NEDD9	ENSG00000111859	0.432	FALSE
NEFH	ENSG00000100285	1.417	FALSE
